2800,11272041
2800,11272006
2800,11272535
2800,11273141
2800,11273103
2800,11274179
2800,11270987
2800,11272106
2800,11273521
2800,11273150
2800,11273549
2800,11273423
2800,11273860
2800,11273365
2800,11273553
2800,11273133
2800,11273988
2800,11272843
2800,11271519
2800,11271964
2800,11273588
2800,11272914
2800,11273312
2800,11273309
2800,11272497
2800,11272953
2800,11273043
2800,11272447
2800,11273384
2800,11273615
2800,11273426
2800,11272806
2800,11273749
2800,11271839
2800,11273575
2800,11273951
2800,11272627
2800,11273362
2790.0,11271707
2790.0,11272166
2790.0,11271999
2790.0,11271527
2790.0,11271567
2790.0,11271483
2790.0,11269714
2790.0,11272301
2790.0,11272617
2790.0,11271938
2790.0,11272715
2790.0,11272245
2790.0,11271040
2790.0,11271451
2790.0,11272053
2790.0,11271423
2790.0,11271237
2790.0,11271100
2790.0,11272309
2790.0,11271429
2790.0,11271534
2790.0,11272019
2790.0,11271798
2790.0,11273131
2790.0,11271005
2790.0,11272648
2790.0,11272816
2790.0,11271622
2790.0,11269290
2790.0,11271157
2790.0,11272580
2790.0,11270269
2780.0,11270113
2780.0,11269128
2780.0,11270528
2780.0,11271277
2780.0,11270773
2780.0,11269801
2780.0,11270132
2780.0,11271534
2780.0,11271964
2780.0,11273055
2780.0,11271123
2780.0,11270774
2780.0,11271397
2780.0,11270624
2780.0,11269933
2780.0,11270904
2780.0,11270628
2780.0,11270860
2780.0,11269203
2780.0,11271171
2780.0,11270950
2780.0,11271325
2780.0,11270110
2780.0,11272202
2780.0,11272833
2780.0,11272034
2780.0,11270629
2780.0,11269391
2780.0,11270199
2780.0,11270370
2780.0,11271104
2780.0,11270533
2780.0,11271124
2780.0,11272377
2780.0,11270643
2780.0,11270622
2780.0,11270896
2780.0,11270784
2780.0,11269499
2780.0,11269073
2780.0,11270256
2780.0,11270957
2780.0,11271452
2780.0,11268762
2780.0,11270118
2780.0,11270927
2780.0,11270917
2780.0,11271714
2780.0,11269945
2770.0,11269542
2770.0,11271908
2770.0,11270887
2770.0,11269616
